State,murdPerPop,rapesPerPop,robbbPerPop,assaultPerPop,burglPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,ViolentCrimesPerPop
Virginia,25.42,83.66,585.59,440.83,1530.41,5550.38,891.1,55.36,1135.5
Alabama,44.69,109.7,630.15,1682.13,2448.21,5513.28,1309.06,79.42,2466.68
Mississippi,32.63,24.47,244.74,448.69,2210.8,5522.92,358.95,24.47,750.53
Texas,2.37,52.11,35.53,94.75,506.93,2447.0,213.19,14.21,184.77
Connecticut,45.09,54.11,1172.43,637.32,2745.44,2870.95,2695.09,144.3,1908.96
Wisconsin,0.0,7.82,7.82,39.11,563.12,4935.09,54.75,0.0,54.75
Michigan,0.0,7.82,16.87,39.35,399.15,2321.79,140.54,11.24,54.75
Illinois,0.0,7.82,153.94,102.63,684.17,4934.58,359.19,25.66,54.75
Georgia,0.0,23.05,64.54,276.61,935.87,3863.35,465.63,32.27,364.21
Vermont,0.0,22.93,30.57,68.78,955.29,5242.64,122.28,32.27,122.28
Iowa,0.0,7.93,0.0,7.93,420.27,2759.5,55.51,32.27,15.86
South Carolina,2.9,8.69,23.18,113.01,475.24,3442.58,211.54,0.0,147.79
Minnesota,0.0,8.69,11.08,155.12,454.29,3241.0,216.07,16.62,147.79
Texas,16.7,8.69,200.38,2137.43,2095.68,6053.27,1235.7,0.0,147.79
Florida,18.74,34.36,640.26,986.94,3266.91,7898.68,1286.78,0.0,1680.3
Pennsylvania,0.0,5.99,23.94,53.88,173.6,2424.42,71.83,5.99,83.81
Indiana,11.7,64.33,269.01,318.72,1239.8,4903.65,1064.36,20.47,663.76
Wisconsin,9.32,61.77,150.34,314.66,1001.07,3660.5,363.6,38.46,536.08
New Jersey,6.07,6.07,42.51,48.58,261.14,1639.74,740.92,0.0,103.24
California,5.81,51.13,184.76,538.02,1089.99,3854.47,262.62,20.92,779.72
Illinois,58.12,51.13,1188.25,613.5,2712.3,4426.86,2896.35,38.75,779.72
Virginia,18.26,43.82,142.41,180.75,708.38,2961.31,149.71,31.04,385.23
Indiana,0.0,47.01,11.75,23.5,1040.01,4048.42,64.63,0.0,82.26
California,3.43,10.29,41.15,181.74,545.21,819.53,150.88,27.43,236.6
Tennessee,0.0,50.0,83.33,583.28,1024.91,3716.36,474.96,16.67,716.61
Georgia,33.82,40.58,471.17,299.83,2838.27,5216.65,1201.59,36.07,845.39
Tennessee,0.0,6.01,48.08,150.24,543.85,2166.4,105.17,36.07,204.32
New York,0.0,0.0,0.0,17.24,172.44,465.6,34.49,36.07,17.24
New Jersey,0.0,12.6,163.78,120.94,758.42,2003.12,1133.84,2.52,297.32
Washington,2.47,44.54,44.54,51.96,611.16,3231.47,215.27,39.59,143.51
New Jersey,0.0,0.0,25.25,25.25,208.28,1281.24,119.92,0.0,50.49
Massachusetts,1.77,14.19,127.73,331.75,659.96,2446.47,624.48,7.1,475.46
Massachusetts,0.0,5.6,5.6,28.01,347.32,750.66,84.03,61.62,39.21
Georgia,14.5,28.99,224.71,869.85,2062.27,7281.36,489.29,10.87,1138.05
California,18.76,25.79,501.82,766.8,1568.77,1317.86,921.56,23.45,1313.17
Texas,18.6,24.8,164.31,589.04,1441.59,4396.08,455.73,15.5,796.75
New Jersey,0.0,8.71,26.12,60.94,378.69,1410.29,126.23,0.0,95.76
Minnesota,7.89,8.71,7.89,78.91,315.66,3882.58,126.26,31.57,95.76
Washington,0.0,15.08,75.42,120.67,1357.57,5362.4,407.27,113.13,211.18
Missouri,3.51,14.02,59.59,157.73,347.0,1815.63,136.7,17.53,234.84
California,5.38,5.38,157.86,102.25,706.79,3535.74,694.23,16.14,270.88
Tennessee,3.89,50.55,108.87,334.38,610.44,3596.56,291.61,15.55,497.69
West Virginia,20.04,0.0,133.6,233.8,1349.37,6192.38,434.2,100.2,387.44
Florida,6.57,85.4,335.02,1090.46,1688.23,6936.87,1156.15,13.14,1517.44
Pennsylvania,0.0,21.7,28.93,79.55,238.65,2654.04,122.94,72.32,130.17
Georgia,6.68,20.03,327.1,754.34,1201.6,5747.66,213.62,0.0,1108.14
California,5.92,26.64,118.38,639.26,1201.57,3619.52,393.62,230.84,790.2
Pennsylvania,0.0,27.7,249.28,563.2,544.73,3019.11,609.36,83.09,840.18
Florida,4.15,12.45,118.32,238.72,1114.71,3178.06,431.77,14.53,373.65
Michigan,7.34,12.45,347.49,1103.63,2787.23,7145.48,721.89,61.18,373.65
Idaho,4.06,44.71,20.32,256.06,898.23,4417.98,369.86,56.9,325.15
New Jersey,6.2,12.41,161.33,245.09,1399.19,1594.64,384.7,0.0,425.03
Michigan,0.0,12.41,27.64,124.37,267.16,1004.15,78.3,4.61,425.03
Texas,0.0,49.54,77.86,138.02,688.31,2953.2,405.2,8.85,265.42
Texas,0.0,33.88,71.99,67.75,448.87,1609.15,93.16,0.0,173.62
Massachusetts,0.0,13.67,13.67,1168.99,721.22,1627.02,283.7,0.0,1196.34
Indiana,15.14,70.28,298.4,171.37,1096.31,5414.49,965.48,77.3,555.18
Minnesota,0.0,70.28,22.38,22.38,193.96,2543.83,111.9,22.38,555.18
California,8.75,14.58,160.37,174.95,1277.12,3166.55,699.79,37.91,358.64
Ohio,0.0,8.84,97.21,0.0,88.37,2730.65,786.5,8.84,106.04
Utah,8.79,43.97,85.0,137.77,1201.78,7389.49,354.67,23.45,275.53
Arkansas,10.01,56.75,160.23,597.52,928.0,4412.99,357.18,40.06,824.52
Connecticut,0.0,23.68,29.6,186.45,805.0,1852.67,242.68,2.96,239.72
Mississippi,0.0,48.24,78.39,192.97,964.84,3105.59,211.06,6.03,319.6
Oklahoma,0.0,19.67,22.7,133.17,584.12,2159.44,163.43,9.08,175.54
Michigan,3.86,19.67,270.35,532.98,1506.26,2738.3,784.03,61.8,175.54
Ohio,13.01,96.97,635.06,478.96,2010.43,4623.99,750.95,89.88,1224.0
Ohio,0.0,53.82,71.76,0.0,251.14,2897.12,107.63,8.97,125.57
California,8.66,0.0,17.32,112.56,372.33,779.29,199.15,8.66,138.54
Louisiana,10.91,57.26,339.48,796.22,1461.55,4759.57,1087.98,2.73,1203.87
Colorado,1.14,22.79,45.59,139.04,1079.29,5012.37,329.37,20.51,208.56
Florida,0.0,7.14,614.46,328.67,2229.21,4201.2,1771.93,0.0,950.27
Pennsylvania,0.0,0.0,0.0,66.3,206.28,1215.56,22.1,0.0,66.3
California,0.0,11.09,44.37,698.8,1486.33,2512.34,582.33,49.91,754.26
Alabama,18.65,27.98,88.61,867.42,895.4,2602.25,144.57,49.91,1002.66
Indiana,3.19,35.12,41.51,188.37,705.6,2311.55,418.25,22.35,268.19
California,0.0,9.44,182.42,342.83,1305.28,3981.88,462.35,28.31,534.69
Georgia,3.63,25.39,130.59,145.1,819.82,4810.1,203.14,0.0,304.71
Alaska,0.0,41.53,10.38,62.3,443.0,2966.01,204.19,24.23,114.21
Pennsylvania,0.0,18.04,18.04,84.19,342.75,1491.28,72.16,0.0,120.26
California,2.65,47.64,217.03,423.48,2165.05,4486.26,738.45,63.52,690.81
Iowa,7.85,15.7,0.0,102.07,423.99,3030.78,157.04,63.52,125.63
Texas,6.06,57.61,148.07,102.07,1274.54,3824.13,522.05,73.28,125.63
Wisconsin,0.0,40.13,45.36,111.65,1189.81,5038.38,249.48,34.89,197.14
Pennsylvania,0.0,5.44,21.75,184.88,293.64,2392.6,282.76,5.44,212.07
North Carolina,13.76,67.28,217.14,399.1,1755.43,5062.92,539.78,12.23,697.28
Kentucky,0.0,29.86,35.83,447.89,483.73,2466.41,191.1,5.97,513.59
Texas,5.25,78.79,99.8,362.43,819.41,3004.52,262.63,21.01,546.28
Indiana,0.0,9.47,9.47,104.14,145.16,1483.16,72.58,6.31,123.07
California,5.04,25.19,52.89,536.46,418.08,1589.22,244.3,32.74,619.57
Michigan,0.0,25.19,57.26,90.95,343.57,2303.96,269.47,0.0,619.57
Connecticut,0.0,79.31,43.26,93.73,598.41,1831.29,281.18,7.21,216.29
Indiana,7.61,45.64,76.06,38.03,600.9,2852.36,304.25,15.21,167.34
West Virginia,3.71,113.04,153.8,292.78,1458.35,4186.05,252.02,61.15,563.33
New Jersey,2.88,11.5,175.41,296.19,925.95,1791.52,1334.29,25.88,485.98
Kentucky,0.0,69.03,84.38,1012.5,1173.58,5346.32,168.75,7.67,1165.91
Ohio,50.99,85.7,836.42,1326.77,2214.17,2860.74,1456.95,301.59,2299.87
Wyoming,0.0,40.7,31.45,127.66,477.33,4114.63,140.61,22.2,199.81
Connecticut,18.09,22.61,22.61,45.22,402.44,1248.02,122.09,4.52,108.52
Indiana,0.0,5.97,5.97,274.73,639.03,3792.4,167.22,47.78,286.67
Iowa,0.0,0.0,0.0,0.0,80.41,1813.8,80.41,47.78,0.0
New Jersey,0.0,0.0,25.11,213.47,508.57,1444.09,94.18,12.56,238.59
Ohio,15.91,41.36,143.15,162.24,578.97,1552.41,582.15,28.63,362.65
New Jersey,0.0,37.68,253.0,312.21,1415.73,2863.76,845.13,26.92,602.9
New Jersey,0.0,67.7,227.29,188.61,744.75,1716.8,527.13,43.52,483.61
Virginia,0.0,22.13,73.77,81.14,516.38,3356.45,184.42,29.51,177.04
Minnesota,16.21,144.81,888.43,762.35,2616.09,5577.72,1306.09,29.51,1811.81
Minnesota,3.0,144.81,11.98,131.8,581.13,4151.81,176.74,17.97,1811.81
Wisconsin,0.0,0.0,21.16,14.1,253.88,2016.93,126.94,0.0,35.26
Alabama,11.06,38.73,55.32,265.55,1131.37,3991.59,113.41,0.0,370.67
New Jersey,17.48,69.93,530.27,1112.99,1893.83,3222.42,337.98,69.93,1730.67
Tennessee,14.1,50.77,172.06,620.54,1748.79,3785.29,262.32,39.49,857.47
North Carolina,8.95,44.74,98.43,930.65,1225.95,3579.42,295.3,0.0,1082.77
Vermont,2.57,66.83,23.13,87.39,1593.58,5832.01,236.47,0.0,179.92
California,2.4,31.16,115.04,318.76,963.47,3297.86,206.12,43.14,467.36
California,13.02,22.33,1188.9,813.07,1464.27,2234.54,1780.56,31.63,2037.32
California,0.0,7.48,27.43,44.88,431.38,1959.9,174.55,14.96,79.79
Louisiana,29.61,50.52,221.23,1654.88,1823.85,7589.8,452.91,14.96,1956.24
Tennessee,4.16,16.65,29.14,187.34,603.64,2626.87,228.97,29.14,237.29
Texas,9.86,167.69,463.63,611.59,2110.97,8261.41,537.61,44.39,1252.77
California,7.7,47.14,240.52,893.76,981.31,1800.03,717.7,54.84,1189.11
California,22.31,16.73,462.83,365.25,655.22,789.05,786.26,8.36,867.12
New Jersey,41.81,88.84,705.48,1405.73,2497.91,5157.82,271.74,78.39,2241.85
Pennsylvania,0.0,18.32,0.0,201.52,183.2,943.48,54.96,9.16,219.84
California,12.25,44.91,303.48,659.35,1365.64,2399.91,1343.19,44.91,1019.98
Arkansas,0.0,81.43,288.7,947.52,1983.86,7624.55,525.58,37.01,1317.64
Oklahoma,0.0,57.04,49.91,331.55,1354.72,3639.93,295.9,49.91,438.5
California,0.0,17.79,60.05,620.54,805.14,3187.21,433.71,24.47,698.38
Missouri,12.16,38.9,318.48,267.43,1512.17,3595.65,641.82,60.78,636.96
North Carolina,0.0,7.16,7.16,136.0,393.67,2440.77,64.42,0.0,150.31
Massachusetts,4.73,52.0,609.82,1457.59,2306.93,2440.77,64.42,108.73,2124.14
New York,0.0,68.68,165.65,250.49,1066.62,3975.6,169.69,32.32,484.83
Texas,7.37,22.1,76.14,154.73,940.69,2957.14,375.78,41.75,260.35
California,11.49,34.2,401.72,715.43,1259.58,3270.25,1668.64,21.16,1162.84
Missouri,0.0,23.95,15.97,0.0,311.4,1565.0,15.97,0.0,39.92
Pennsylvania,0.0,23.83,31.77,95.31,333.57,2025.26,55.6,7.94,150.9
Missouri,0.0,19.54,214.89,183.64,1156.52,1738.69,535.28,19.54,418.07
Texas,22.0,55.31,297.93,297.33,1786.78,6129.01,1179.72,95.81,672.57
Illinois,30.73,55.31,1279.69,1445.66,1660.84,4411.72,1470.57,60.95,672.57
Michigan,0.0,55.31,7.74,201.11,642.02,5143.87,100.56,15.47,672.57
Connecticut,0.0,6.88,27.54,82.61,406.17,660.88,158.34,13.77,117.03
California,5.95,86.77,167.59,277.33,1314.33,4262.87,432.16,49.34,537.64
California,6.94,9.26,101.81,215.19,714.98,1788.61,573.83,80.98,333.19
Wisconsin,0.0,5.39,29.64,142.81,557.79,3077.25,188.62,0.0,177.84
Michigan,0.0,5.39,55.9,83.85,456.49,1956.4,74.53,18.63,177.84
Texas,26.56,46.48,106.23,159.35,1268.18,3021.05,431.58,6.64,338.62
Indiana,21.29,76.03,444.03,2031.57,1943.37,3530.91,1496.3,12.17,2572.91
Texas,12.1,84.67,308.43,1043.21,1817.3,5956.88,526.14,60.48,1448.4
California,9.58,26.01,277.95,257.41,1360.97,2875.29,1299.36,19.17,570.95
Minnesota,0.0,26.01,0.0,17.39,130.41,2495.22,78.25,8.69,570.95
Florida,8.14,8.14,170.93,227.9,594.17,2702.26,122.09,0.0,415.11
Iowa,0.0,71.96,0.0,89.94,341.79,1475.09,89.94,0.0,161.9
Texas,7.88,3.94,59.07,641.86,1460.92,7651.11,421.34,23.63,712.74
Virginia,60.06,85.66,776.83,694.62,2501.32,5696.27,1090.42,83.69,1617.17
New Jersey,1.95,15.59,272.74,118.84,794.84,2951.43,1523.45,17.53,409.11
Minnesota,0.0,15.59,13.59,44.18,696.62,2354.9,95.15,30.58,409.11
Michigan,4.67,15.59,112.02,400.25,777.17,3141.34,576.46,56.01,409.11
Wisconsin,4.59,27.52,100.9,77.97,678.77,2563.75,174.28,9.17,210.97
Texas,7.27,21.82,36.37,283.7,814.72,2531.46,298.25,29.1,349.17
Minnesota,0.0,21.82,43.21,43.21,667.34,2112.44,244.85,24.0,349.17
Pennsylvania,0.0,10.77,43.08,59.23,436.14,3876.8,150.76,21.54,113.07
California,4.43,35.45,186.12,567.23,864.13,1435.79,828.68,8.86,793.23
Texas,0.0,16.7,0.0,50.1,308.93,1552.98,58.45,8.35,66.79
South Carolina,8.25,82.51,511.55,1287.13,2235.97,8275.58,569.31,24.75,1889.44
New Jersey,0.0,0.0,14.81,70.34,270.27,2613.85,570.16,3.7,85.15
Pennsylvania,0.0,0.0,8.08,48.48,468.61,1430.07,169.67,40.4,56.56
Utah,0.0,42.31,14.1,47.01,521.86,2002.82,188.06,0.0,103.43
Nevada,7.27,0.0,14.55,276.42,785.63,1753.11,298.25,43.65,298.25
New York,11.28,49.5,351.5,440.47,1769.39,3983.63,358.39,72.68,852.74
California,2.33,13.98,100.22,233.07,981.24,2675.68,226.08,37.29,349.61
California,4.29,51.51,145.94,646.02,1787.82,4646.62,1083.85,113.75,847.77
New Jersey,5.33,30.18,678.12,362.14,1034.94,3308.95,1194.7,8.88,1075.77
Wisconsin,0.0,0.0,17.71,62.0,557.97,4268.89,79.71,35.43,79.71
California,4.45,39.13,186.75,304.13,1426.4,4308.54,780.78,26.68,534.46
Connecticut,24.16,79.71,1000.84,1183.61,2921.19,7104.9,2120.04,182.78,2288.32
Pennsylvania,0.0,0.0,41.46,274.68,326.51,2295.93,124.38,0.0,316.14
Kentucky,7.6,68.4,30.4,676.45,988.07,3055.41,212.81,7.6,782.85
Colorado,7.7,67.31,300.07,1432.22,1179.6,4668.1,603.79,48.25,1807.31
Connecticut,0.0,3.85,15.38,11.54,472.99,1530.47,157.66,34.61,30.76
Michigan,0.0,3.85,53.35,58.2,339.49,2648.04,266.74,0.0,30.76
Pennsylvania,7.6,30.39,7.6,113.96,227.93,1367.57,75.98,0.0,159.55
Florida,0.0,8.96,107.53,152.33,1370.97,2437.28,232.97,26.88,268.82
California,7.94,87.3,222.22,690.48,2579.37,2841.27,436.51,63.49,1007.94
Alabama,0.0,0.0,29.55,14.77,320.12,1590.74,83.72,63.49,44.32
Arkansas,19.28,19.28,163.84,375.87,1975.71,4529.68,799.92,0.0,578.26
Arkansas,2.91,23.27,72.73,168.73,546.91,4157.09,218.18,11.64,267.64
Michigan,10.51,23.27,299.43,1402.61,1040.13,4270.86,945.58,89.3,267.64
Connecticut,19.32,37.67,278.2,230.87,1753.23,4788.31,1330.14,11.59,566.06
New Jersey,0.0,28.97,28.97,28.97,366.9,1651.06,38.62,0.0,86.9
Wisconsin,0.0,4.39,21.97,21.97,338.28,1300.41,166.94,13.18,48.33
Connecticut,0.0,0.0,23.83,181.14,490.99,2273.81,328.92,0.0,204.98
South Carolina,8.0,36.01,16.01,444.18,1052.42,3557.42,340.14,8.0,504.2
Alabama,8.11,8.11,72.98,1492.05,973.08,4751.87,364.9,8.0,1581.25
New Jersey,0.0,0.0,33.05,47.21,505.17,1539.12,51.93,9.44,80.26
California,3.8,26.57,30.36,110.06,671.75,1776.16,265.66,11.39,170.78
Oregon,0.0,71.1,80.37,83.46,1038.61,6995.15,500.76,111.28,234.92
Ohio,0.0,11.93,29.83,37.79,354.03,2239.55,234.7,9.94,79.56
New Jersey,7.5,105.01,258.77,581.29,1552.6,3401.46,288.77,63.75,952.56
Washington,16.66,102.65,545.48,1184.47,2104.0,6102.41,1254.88,85.99,1849.26
Massachusetts,0.0,0.0,0.0,59.7,171.64,619.4,29.85,0.0,59.7
Arkansas,3.93,57.04,145.55,365.83,1559.7,3428.2,257.66,19.67,572.35
Florida,9.47,60.59,363.52,734.61,1490.05,3341.73,1154.93,26.51,1168.18
Pennsylvania,0.0,4.82,14.47,154.34,274.92,1929.29,86.82,4.82,173.64
North Dakota,0.0,42.23,14.08,47.86,520.86,3395.46,157.67,25.34,104.17
Alabama,0.0,21.49,143.26,1124.56,1217.68,5171.55,530.05,35.81,1289.31
Iowa,0.0,13.36,16.04,117.6,561.29,2715.56,117.6,35.81,147.0
New Jersey,0.0,40.8,106.07,73.43,611.95,3810.38,212.14,24.48,220.3
Minnesota,5.36,40.8,37.49,235.66,632.0,4375.77,160.68,32.14,220.3
Colorado,0.0,53.67,163.99,569.5,1147.95,5581.73,545.65,116.29,787.17
New Jersey,2.16,0.0,89.83,51.95,722.96,2339.88,422.09,14.07,143.94
Florida,8.0,55.98,87.97,311.9,1463.53,2463.21,583.81,15.99,463.85
New Jersey,0.0,11.87,94.97,300.73,953.62,9868.63,2734.25,71.23,407.57
Massachusetts,0.0,0.0,6.72,241.85,329.19,1081.63,53.75,0.0,248.57
Colorado,0.0,77.67,17.75,277.4,381.7,2765.14,122.06,26.63,372.83
Maine,0.0,0.0,18.96,9.48,474.09,1692.5,23.7,14.22,28.45
Maine,0.0,9.96,0.0,79.67,248.95,2967.54,129.46,9.96,89.62
Minnesota,6.55,9.96,6.55,52.38,261.9,1329.14,58.93,6.55,89.62
California,3.64,54.55,127.29,200.02,1047.39,1829.29,363.68,61.82,385.5
Rhode Island,0.0,27.19,39.27,175.22,652.53,1534.65,428.98,24.17,241.68
Pennsylvania,15.78,31.57,189.4,115.75,452.46,2725.31,152.58,36.83,352.5
Pennsylvania,5.19,24.24,161.0,171.39,720.18,2866.89,967.75,43.28,361.82
California,6.89,45.62,343.46,722.21,1495.21,3867.57,841.0,47.34,1118.18
Iowa,0.0,26.42,14.68,88.07,355.22,2580.51,93.94,47.34,129.17
New Jersey,4.74,18.97,132.77,94.84,573.76,3911.99,336.67,23.71,251.32
Illinois,0.0,18.97,19.57,143.5,326.14,2286.22,91.32,16.31,251.32
Pennsylvania,0.0,0.0,49.99,99.98,383.27,1724.71,74.99,16.66,149.98
Minnesota,0.0,62.93,44.05,188.79,711.09,1711.66,421.62,25.17,295.76
New Jersey,0.0,21.54,28.72,222.57,552.84,1033.89,157.96,0.0,272.83
New Jersey,0.0,10.25,13.67,143.5,317.74,1277.8,64.92,13.67,167.41
New York,34.03,37.43,585.33,445.81,1769.61,4097.33,435.6,30.63,1102.6
Florida,15.81,39.53,268.8,758.95,2292.67,6885.92,1004.03,71.15,1083.09
California,7.75,38.73,240.1,577.0,2002.09,2885.02,398.87,19.36,863.57
Washington,6.78,72.32,246.34,271.2,1453.21,6990.3,1091.6,70.06,596.65
Rhode Island,0.0,23.29,11.65,104.82,267.88,786.16,116.47,5.82,139.76
North Carolina,17.27,46.04,201.43,564.0,1611.42,4379.6,166.9,34.53,828.73
Massachusetts,0.0,18.15,43.57,393.9,816.85,2029.41,319.48,0.0,455.62
Connecticut,0.0,7.78,28.53,23.34,624.97,1926.77,272.29,7.78,59.64
California,2.57,43.64,261.82,631.45,1103.75,2836.39,888.14,5.13,939.47
Florida,7.86,70.76,381.32,959.19,2390.13,8070.6,1187.2,23.59,1419.14
Georgia,18.03,81.13,943.48,534.84,2800.4,7292.45,1992.13,69.11,1577.48
Texas,19.63,170.67,582.83,477.87,2227.21,5921.31,1332.91,50.35,1250.99
Utah,0.0,49.68,35.49,42.59,1242.1,1788.63,49.68,0.0,127.76
Connecticut,1.98,23.76,158.38,199.96,821.6,2850.86,623.63,33.66,384.07
Indiana,0.0,0.0,9.13,237.42,319.61,1744.13,27.39,9.13,246.55
New Jersey,22.53,30.04,37.55,142.67,735.9,2222.72,135.17,7.51,232.79
Alabama,0.0,15.55,7.78,54.44,482.19,3709.75,163.32,7.51,77.77
Texas,5.36,80.45,182.36,895.73,1319.46,4467.93,327.18,26.82,1163.91
Indiana,9.89,19.77,19.77,632.69,370.72,2085.91,113.69,19.77,682.12
California,8.6,25.8,120.4,240.8,799.79,3981.77,430.0,77.4,395.6
California,15.1,60.41,249.19,906.14,1208.19,5172.54,891.04,60.41,1230.84
Minnesota,0.0,60.41,32.37,20.23,788.9,3543.98,331.74,56.64,1230.84
Ohio,0.0,23.65,23.65,29.57,236.55,1371.97,94.62,35.48,76.88
Wisconsin,25.22,68.12,646.14,226.68,1325.37,4105.12,1705.31,82.25,966.16
Florida,2.71,48.7,267.84,881.99,3222.23,6398.46,608.73,24.35,1201.23
Missouri,17.92,0.0,26.89,89.62,806.6,2894.78,116.51,8.96,134.43
New Mexico,0.0,16.72,33.44,242.41,852.63,3895.34,83.59,16.72,292.57
California,2.99,14.95,212.23,110.6,1670.9,2612.46,854.88,14.95,340.76
Florida,4.12,16.48,119.47,208.05,582.95,2632.55,582.95,6.18,348.12
Michigan,12.72,16.48,50.88,642.41,998.6,4426.92,114.49,6.36,348.12
New Hampshire,0.0,4.47,4.47,13.4,285.85,893.3,62.53,4.47,22.33
Florida,0.0,5.08,35.59,203.38,793.17,2989.63,238.97,0.0,244.05
Virginia,3.99,31.89,15.94,119.57,438.42,2491.03,83.7,7.97,171.38
Minnesota,3.92,31.89,28.76,122.9,788.42,3208.6,245.81,5.23,171.38
New Jersey,0.0,3.87,38.68,42.55,189.54,2568.47,251.43,0.0,85.1
Michigan,0.0,3.87,55.8,174.37,390.6,2120.39,118.57,27.9,85.1
Wisconsin,0.0,48.53,0.0,72.79,307.34,3623.42,48.53,40.44,121.32
California,2.17,21.14,73.17,387.0,858.55,2138.23,446.62,27.1,483.47
North Carolina,0.0,3.23,64.67,93.78,593.38,2208.6,106.71,33.95,161.68
Michigan,0.0,3.23,12.5,154.21,583.5,3459.34,137.54,25.01,161.68
New Jersey,0.0,0.0,160.03,150.62,640.12,1647.37,470.68,18.83,310.65
New Jersey,3.72,7.44,33.49,96.76,487.51,1763.98,245.62,11.16,141.42
New Jersey,12.96,128.42,844.73,1079.18,2014.63,3072.61,2181.93,20.03,2065.29
California,17.57,45.19,389.11,813.38,2984.89,4707.03,1267.76,205.85,1265.25
Illinois,8.89,45.19,94.79,124.41,903.49,3705.79,79.98,11.85,1265.25
California,2.25,33.78,132.88,448.18,1128.33,4508.81,1056.26,29.28,617.09
Wisconsin,3.49,3.49,17.44,66.26,519.58,2088.78,244.1,20.92,90.66
Minnesota,0.0,3.49,35.89,188.43,574.25,3553.16,278.15,8.97,90.66
South Dakota,0.0,19.06,9.53,47.65,495.57,2077.58,66.71,0.0,76.24
Alabama,24.03,88.1,632.71,1193.34,1593.79,5734.42,1529.71,0.0,1938.17
Massachusetts,0.0,20.55,6.85,191.77,541.06,876.65,232.86,6.85,219.16
California,31.37,59.26,627.46,589.12,1934.67,6529.09,2457.56,17.43,1307.21
Ohio,0.0,42.68,28.45,42.68,497.94,2418.55,206.29,28.45,113.81
California,8.03,56.18,40.13,593.85,995.1,1460.56,256.8,48.15,698.18
Arkansas,0.0,0.0,51.17,65.79,519.04,2565.98,43.86,7.31,116.97
Massachusetts,3.54,49.5,81.32,463.16,1428.37,4324.0,1460.19,53.03,597.51
Massachusetts,81.95,58.48,1282.85,1625.09,2081.59,5679.78,1454.87,36.1,3048.38
California,9.54,28.62,213.94,468.75,1178.7,2804.35,531.44,110.38,720.85
North Dakota,0.0,13.25,5.68,64.35,698.35,3355.48,157.08,0.0,83.27
New Jersey,0.0,83.96,75.56,285.45,1536.39,5012.17,411.38,125.93,444.97
Ohio,0.0,32.97,49.45,104.4,1000.0,4313.19,615.38,32.97,186.81
Alabama,7.51,37.56,135.23,1322.21,601.01,3718.73,120.2,52.59,1502.52
Utah,1.96,9.78,3.91,74.36,495.06,2649.45,95.88,13.7,90.01
New Jersey,0.0,3.86,235.58,150.62,1046.61,2143.44,668.13,15.45,390.07
New Jersey,0.0,58.57,165.95,234.28,907.85,5349.47,410.0,29.29,458.81
New Jersey,4.84,14.52,4.84,72.58,280.63,1049.93,101.61,4.84,96.77
California,3.4,24.92,134.8,277.54,634.37,2419.66,463.31,15.86,440.66
Michigan,0.0,24.92,89.3,158.76,843.42,912.88,109.15,39.69,440.66
Alabama,43.76,131.27,517.78,2847.77,3824.98,7617.14,645.4,98.45,3540.57
Massachusetts,10.4,33.81,65.02,299.11,1191.22,2814.19,377.13,7.8,408.34
South Carolina,10.15,30.46,116.75,411.15,670.02,1954.22,172.58,0.0,568.5
New Jersey,0.0,0.0,26.29,52.59,376.86,1025.42,105.17,0.0,78.88
Massachusetts,6.33,6.33,47.46,680.21,578.97,3518.1,436.6,0.0,740.32
New Jersey,0.0,102.94,214.46,351.72,737.75,3577.25,197.31,8.58,669.13
California,2.06,28.86,45.34,61.83,698.72,4977.64,397.8,39.16,138.1
Connecticut,0.0,5.41,21.66,0.0,341.09,3210.61,238.22,0.0,27.07
Louisiana,6.86,48.02,150.92,823.21,1591.55,4726.62,294.99,0.0,1029.02
California,33.78,50.66,1037.86,1834.68,1183.71,1361.81,1578.28,90.58,2956.98
California,7.97,34.88,812.3,770.44,2375.11,7888.81,1157.16,63.79,1625.6
Maryland,8.51,51.04,102.08,1352.5,1794.83,5631.17,204.15,25.52,1514.12
Georgia,50.21,121.68,1495.04,2359.67,3256.69,7728.45,2279.29,61.33,4026.59
Minnesota,0.0,121.68,40.14,118.07,736.77,4656.76,240.87,28.34,4026.59
Arizona,0.0,9.46,24.59,208.07,906.06,2209.36,382.1,17.02,242.12
New Jersey,0.0,23.53,78.45,337.33,1051.23,3381.19,455.01,62.76,439.32
Massachusetts,3.15,62.01,343.71,1023.77,2116.9,2456.41,455.01,93.55,1432.64
Ohio,9.02,9.02,126.27,99.22,469.02,3075.67,72.16,0.0,243.53
California,14.02,48.71,473.79,624.34,1822.1,3562.28,1413.25,47.23,1160.86
Arizona,0.0,21.88,66.45,135.32,1324.85,3290.66,550.2,37.27,223.64
New Jersey,7.52,7.52,71.48,199.4,504.14,1772.01,538.0,26.34,285.93
Texas,10.04,155.61,80.31,230.9,1049.09,2745.71,115.45,5.02,476.86
Massachusetts,3.84,23.04,145.92,714.22,869.73,1578.19,754.54,0.0,887.01
Florida,2.96,69.06,209.15,874.09,1481.82,4505.63,365.03,38.48,1155.27
Georgia,17.15,51.44,131.45,600.1,1440.25,5932.45,491.51,34.29,800.14
Oklahoma,2.95,38.41,50.23,407.73,1060.69,3371.15,112.27,53.18,499.32
New Jersey,7.9,0.0,161.98,213.35,1031.17,3994.31,588.68,23.71,383.23
